23;PA-023;05.01.12;RFO;0;Money Detector;PONTIANAK;PA;2022;2022;Krisbow;BJ- 137;KGK 356034;Ace Hardware;369000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/23/16584591183865817189251547356491_09d3da9a5afae74e82f060de245ca382.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
24;PA-024;05.04.03;LAB;0;Komputer PC ( AIO );PONTIANAK;PA;2019;2019;Dell;3050 AIO;NULL;Sion Computer;7899000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
25;PA-025;05.02.02;KEU;0;UPS;PONTIANAK;PA;2019;2019;Cyber Power;1500 VA/ 900 W;TA387300053;Sion Computer;1445454;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
26;PA-026;05.04.11;RFO;0;Telepon;PONTIANAK;PA;2019;2019;Panasonic;KX- TS820 MXW;5CAKD148824;Cahaya Elektronik;275000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/26/16584591950444918676531941734248_16383743607a177d910c6b9be7c659ce.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
27;PA-027;05.04.21;MCU;0;Barcode;PONTIANAK;PA;2019;2022;ZEBRA;ZD 8881;D5J2 11705188;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/27/16585444377797920907527014246328_d1bcc259fbfcc3b17c9e2fd9c6eab095.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
28;PA-028;05.04.24;AXR;0;Lampu UV ;PONTIANAK;PA;2021;2021;Krisbow;NULL;20210101;PT. KRISBOW INDONESIA;658000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
29;PA-029;04.04.13;RPS.02;0;Timbangan Berat Badan;PONTIANAK;PA;2019;2019;Seca;Seca 220;10000000 266404;PT. IDS MEDICAL SYSTEM;12000000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
30;PA-030;03.04.01;RPS.02;0;Lemari Arsip ( Pintu );PONTIANAK;PA;2019;2019;Informa;NULL;NULL;Informa;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
31;PA-031;03.03.03;RPS.02;0;Tempat Tidur;PONTIANAK;PA;2019;2019;Buatan Lokal;NULL;NULL;Buatan Lokal;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
32;PA-032;03.02.07;RPS.02;0;Kursi Pemeriksaan ( Sampling );PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
33;PA-033;03.02.07;RPS.02;0;Kursi Pemeriksaan ( Sampling );PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
34;PA-034;03.02.01;RPS.02;0;Kursi Kerja ( Bulat Statis );PONTIANAK;PA;2019;2019;Informa;NULL;NULL;Informa;650000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
35;PA-035;03.02.01;RPS.02;0;Kursi Kerja ( Bulat Statis );PONTIANAK;PA;2019;2019;Informa;NULL;NULL;Informa;650000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
36;PA-036;03.02.01;AXR;0;Kursi Kerja ( Bulat Statis );PONTIANAK;PA;2019;2019;Informa;NULL;NULL;Informa;650000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
37;PA-037;03.04.08;KEU;0;Laci Sorong / Nakas;PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/37/16584592206505511677019707688666_0319f33fbdf2fdf117d2226744ae6603.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
38;PA-038;03.04.08;KEU;0;Laci Sorong / Nakas;PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/38/16584592531451871830566556661152_c693ff777d399c22a8c4b34a595f79f2.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
39;PA-039;03.04.08;TMT;0;Laci Sorong / Nakas;PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
40;PA-040;05.01.14;ADM;0;Jam Dinding;PONTIANAK;PA;2020;2020;Seiko;NULL;NULL;Prima Jaya;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
41;PA-041;05.03.03;KCB;0;Ac 1 PK;PONTIANAK;PA;2019;2019;Daikin;FTV 25 BXV14;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
42;PA-042;06.03.11;KCB;0;Figura ( Visi & Misi );PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
43;PA-043;06.03.11;LOG;0;Figura ( Denah Lokasi );PONTIANAK;PA;2021;2021;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/43/WhatsApp Image 2022-07-18 at 06.44.45_e8120b895115cd6f28d38aaa02d913ec.jpeg;0000-00-00 00:00:00;0000-00-00 00:00:00
44;PA-044;06.02.07;LAB;0;Tempat Sampah / Limbah;PONTIANAK;PA;2019;2019;Krisbow;6 Liter;NULL;Ace Hardware;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
45;PA-045;06.02.07;LAB;0;Tempat Sampah / Limbah;PONTIANAK;PA;2019;2019;Krisbow;6 Liter;NULL;Ace Hardware;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
46;PA-046;05.04.03;LAB;0;Komputer PC ( AIO );PONTIANAK;PA;2019;2019;Dell;3050 AIO;NULL;Sion Computer;7899000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
47;PA-047;05.04.17;RPS.01;0;Printer Desk Jet ( Brother );PONTIANAK;PA;2019;2019;Brother;DCP- T710W;E78669G9H638868 ;Sion Computer;2035000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/47/16585354155264576071904857643444_0402650b8244b32ef1da90f55abb4e7a.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
48;PA-048;05.04.20;AXR;0;Scanner;PONTIANAK;PA;2019;2019;Zebra Tech Corp;DS 2208;NULL;NULL;1649000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
49;PA-049;05.04.25;RPS.01;0;Printer ID Card;PONTIANAK;PA;2019;2019;Fargo;DTC 1250E;B8320717;NULL;11950000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/49/16585354602436125185718356874724_1814f73a4893f90777bf6d333c73781f.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
50;PA-050;05.04.09;SVR;0;Modem ( Router );PONTIANAK;PA;2019;2019;LINKSYS;E1 200;10822C68802438;NULL;600000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
51;PA-051;05.04.11;RPS.01;0;Telepon;PONTIANAK;PA;2019;2019;Panasonic;KX- TS820 MXW;5CAKD 148892;Cahaya Elektronik;275000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/51/16585355426412653251706046929246_68409f4c720d7580325fc6c088fd10fa.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
53;PA-053;05.02.03;MCU;0;Stabilizer;PONTIANAK;PA;2019;2019;Matsunaga;SVC-500N;000 379346;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
54;PA-054;03.01.01;ADM;0;Meja Kerja Staf;PONTIANAK;PA;2019;2019;Informa;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
55;PA-055;03.02.01;USG;0;Kursi Kerja ( Statis );PONTIANAK;PA;2019;2019;Informa;NULL;NULL;Informa;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/55/16584592856235496556681905951273_f98b8c1ac353f93d54dad85e794d7e94.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
56;PA-056;03.04.08;AXR;0;Laci Sorong / Nakas;PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
57;PA-057;03.04.03;SDM;0;Rak ( Plastik 3 Susun );PONTIANAK;PA;2019;2019;Informa;NULL;NULL;Informa;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/57/16585413762943545218405737548714_4cdf2a23e3080b339a0b022a1c5d3c83.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
58;PA-058;06.02.06;LAB;0;Keranjang pakaian;PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
59;PA-059;03.05.01;SDM;0;White Board;PONTIANAK;PA;2019;2019;NULL;L (90CM) P (60CM);L (90CM) P (60CM);GRAMEDIA;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/59/16585414131688060836501383669086_bf88b766dfce0a53b28c7d180f195e2f.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
60;PA-060;06.03.11;KCB;0;Figura ( Denah Lokasi );PONTIANAK;PA;2020;2020;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
61;PA-061;05.04.03;AXR;0;Komputer PC ( AIO ) RAD;PONTIANAK;PA;2019;2019;Dell;7460 AIO;CN-0THC2P-PE200-8B8-0174-A00;Sion Computer;16515000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
62;PA-062;05.04.17;AXR;0;Printer Desk Jet ( Brother );PONTIANAK;PA;2019;2019;Brother;DCP - T310;E78655K0H 656470;Sion Computer;2100000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
63;PA-063;05.02.02;MKT;0;UPS;PONTIANAK;PA;2021;2021;ICA;CP 1400;NULL;PT. ICA;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
64;PA-064;05.04.11;AXR;0;Telepon;PONTIANAK;PA;2019;2019;Panasonic;KX- TS820 MXW;5CAKD 148807;Cahaya Elektronik;275000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/64/16585355797544607701822960383810_ff6b57de73bdce5e0af71aafb73f7211.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
65;PA-065;03.01.01;ADM;0;Meja Kerja Staf;PONTIANAK;PA;2019;2019;Informa;NULL;NULL;Informa;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
67;PA-066;03.04.01;LAB;0;Lemari Arsip ( Sliding );PONTIANAK;PA;2019;2019;Informa;NULL;NULL;Informa;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
68;PA-067;03.02.01;MKT;0;Kursi Kerja ( Statis );PONTIANAK;PA;2019;2019;Informa;NULL;NULL;Informa;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/68/16584611236188030439050297276026_c14e3717b5ba8723fece9c5834ed82d4.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
69;PA-068;03.03.05;RPS.01;0;Portable Bed;PONTIANAK;PA;2021;2021;Informa;NULL;NULL;Informa;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/69/16585356326264939331405807692684_5303a1de83aef0c6883901f647026b21.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
70;PA-069;03.04.01;FDR;0;Lemari Arsip ( Putih );PONTIANAK;PA;2019;2019;Informa;NULL;NULL;Informa;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
71;PA-070;05.03.04;KOR_02;0;Ac 1.5 PK;PONTIANAK;PA;2019;2019;Daikin;FTV 25 BXV14;KO3 8753;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
72;PA-071;05.01.14;MIK;0;Jam Dinding;PONTIANAK;PA;2019;2019;Seiko;NULL;NULL;Prima Jaya;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
73;PA-072;06.03.11;RPS.01;0;Figura ( Visi & Misi );PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
74;PA-073;06.02.07;LAB;0;Tempat Sampah / Limbah;PONTIANAK;PA;2019;2019;Krisbow;10 Liter;NULL;Ace Hardware;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
75;PA-074;06.02.07;LAB;0;Tempat Sampah / Limbah;PONTIANAK;PA;2019;2019;Krisbow;10 Liter;NULL;Ace Hardware;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
76;PA-075;03.02.02;KOR_01;0;Kursi Soffa ( Coklat 2 Seater );PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
77;PA-076;03.02.02;KOR_01;0;Kursi Soffa ( Coklat 2 Seater );PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
78;PA-077;03.02.02;KOR_01;0;Kursi Soffa ( Coklat 2 Seater );PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
79;PA-078;03.02.02;KOR_01;0;Kursi Soffa ( Coklat 3 Seater );PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
80;PA-079;03.02.02;KOR_01;0;Kursi Soffa ( Coklat 3 Seater );PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
81;PA-080;03.02.02;KOR_01;0;Kursi Soffa ( Kuning 3 Seater );PONTIANAK;PA;2020;2020;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
82;PA-081;03.02.02;KOR_01;0;Kursi Soffa ( Kuning 3 Seater );PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
83;PA-082;03.02.02;KOR_01;0;Kursi Soffa ( Merah );PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
84;PA-083;03.02.02;KOR_01;0;Kursi Soffa ( Oval Merah );PONTIANAK;PA;2019;2019;Informa;NULL;NULL;INFORMA;2528000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
85;PA-084;03.02.02;KOR_01;0;Kursi Soffa ( Oval Merah );PONTIANAK;PA;2019;2019;Informa;NULL;NULL;INFORMA;2528000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
86;PA-085;03.02.04;KOR_01;0;Kursi Tunggu ( Merah Bulat );PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
87;PA-086;03.02.04;KOR_01;0;Kursi Tunggu ( Merah Bulat );PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
88;PA-087;03.04.05;KOR_01;0;Filling Cabinet;PONTIANAK;PA;2019;2019;Informa;NULL;NULL;Informa;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/88/16585415187416044184264696336279_c551ea08f39c391a74e704d2dfbfe70b.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
89;PA-088;03.01.09;KOR_04;0;Meja Meeting;PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
91;PA-090;05.04.15;RFO;0;Mesin Antrian ( Touchscreen );PONTIANAK;PA;2021;2021;Forsa;LS- 1701;LS170112200297;PT Multicom;11000000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
92;PA-091;05.02.02;KOR_01;0;UPS  ( Mesin Antrian );PONTIANAK;PA;2020;2020;Cyber Power;1500 VA/ 900 W;NULL;Sion Computer;1445454;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
93;PA-092;03.02.04;KOR_03;0;Kursi Tunggu ( Merah Segiempat );PONTIANAK;PA;2022;2022;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
94;PA-093;03.04.09;TMT;0;Lemari / Rak Sepatu;PONTIANAK;PA;2019;2019;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
95;PA-094;05.01.01;KOR_01;0;Televisi ( 60 Inch );PONTIANAK;PA;2021;2021;Sharp;Smart TV;NULL;Surya Makmur Elektronik;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
96;PA-095;05.01.01;KOR_01;0;Televisi ( 40 Inch );PONTIANAK;PA;2021;2021;TCL;ANDROID TV;2010LW156327 J00519;Surya Makmur Elektronik;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
97;PA-096;05.03.05;KOR_01;0;Ac 2 PK;PONTIANAK;PA;2019;2019;Daikin;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
98;PA-097;05.03.05;KOR_01;0;Ac 2 PK;PONTIANAK;PA;2019;2019;Daikin;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
99;PA-098;05.03.05;KOR_01;0;Ac 2 PK;PONTIANAK;PA;2021;2021;Daikin;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
100;PA-099;05.03.04;LAB;0;Ac 1.5 PK;PONTIANAK;PA;2019;2019;Daikin;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
101;PA-100;05.03.04;ADM;0;Ac 1.5 PK;PONTIANAK;PA;2019;2019;Daikin;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
102;PA-101;05.01.06;KOR_03;0;Dispenser ;PONTIANAK;PA;2019;2019;Sanken;HWD- C5201C;3 341010 605227;Surya Makmur;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
